label_raw,text,label_ocean,key,pA,pB,pC,pD,pE,chosen_trait
Cooperation,Enjoy crude jokes,A,-1,0.00070619583,0.00084495544,0.0021419525,0.02319336,0.9711918,a closed
Introspection/Private Self-Consciousness,Enjoy your privacy,N,1,0.15356451,0.18823242,0.21325684,0.17956549,0.2612306,a closed
Introspection/Private Self-Consciousness,Enjoy spending time by yourself,N,1,0.009246826,0.013664246,0.021835327,0.20715338,0.746094,a closed
Intellect,Enjoy thinking about things,O,1,0.001420021,0.0016345978,0.0040779114,0.13720709,0.8535159,a closed
Sympathy,Feel sympathy for those who are worse off than yourself,A,1,0.05886841,0.115234375,0.17028809,0.16772467,0.4851076,a closed
Orderliness,Follow a schedule,C,1,0.37646514,0.25878918,0.025619507,0.29785186,0.036712646,a closed
Dutifulness,Follow directions,C,1,0.15454108,0.22485358,0.15454102,0.26708996,0.19543469,a closed
Introspection/Private Self-Consciousness,Have a point of view all your own,N,1,0.0014429092,0.0022354126,0.0047340393,0.16943365,0.82128924,a closed
Imagination,Have a vivid imagination,O,1,0.000385046,0.00017762184,0.00043272972,0.01586914,0.9814462,a closed
Cooperation,Impose your will on others,A,-1,0.0011472702,0.0017633438,0.0030708313,0.057037354,0.93505895,a closed
Cautiousness,Jump into things without thinking,C,-1,0.0007405281,0.0005168915,0.00090026855,0.06719977,0.9272468,a closed
Gregariousness,Keep in the background,E,-1,0.048034668,0.080444336,0.080444336,0.27221692,0.51660174,a closed
Conscientiousness,Keep your checkbook balanced,C,1,0.17529303,0.22497565,0.21142578,0.16992193,0.2147218,a closed
Gregariousness,Keep your thoughts to yourself,E,-1,0.036590576,0.050811768,0.056671143,0.23486334,0.6186525,a closed
Dutifulness,Keep yourself well-groomed,C,1,0.03237915,0.10290527,0.1385498,0.23193365,0.49096698,a closed
Friendliness,Keep others at a distance,E,-1,0.022521973,0.03488159,0.037139893,0.23474127,0.6684572,a closed
Assertiveness,Know what you want,E,1,0.010047913,0.024108887,0.028625488,0.29370123,0.6416017,a closed
Cautiousness,Laugh at the slightest provocation,C,-1,0.0005764961,0.00081300735,0.0013303757,0.023208618,0.97168016,a closed
Conscientiousness,Leave your work undone,C,-1,0.016220093,0.028900146,0.022155762,0.26171887,0.667969,a closed
Morality,Like harmony in your life,A,1,0.2924806,0.28784186,0.08782959,0.23876965,0.09057617,a closed
Cautiousness,Like to act on a whim,C,-1,0.00031661987,0.00020611286,0.00043964386,0.031066895,0.9663091,a closed
Sympathy,Like to do things for others,A,1,0.0018806458,0.002632141,0.0071525574,0.13293463,0.85302764,a closed
Cautiousness,Like to laugh out loud,C,-1,0.0010347366,0.0018453598,0.005466461,0.05606079,0.933594,a closed
Conscientiousness,Like to plan ahead,C,1,0.32251,0.21142584,0.046447754,0.3327639,0.08282477,a closed
Sympathy,Listen to your brain rather than your heart,A,-1,0.029678345,0.028762817,0.024597168,0.2905274,0.62451184,a closed
Cooperation,Listen to your conscience,A,1,0.020004272,0.05026245,0.088256836,0.23608404,0.60302746,a closed
Introspection/Private Self-Consciousness,Live in a world of your own,N,1,0.0026664734,0.0030212402,0.0043258667,0.08294678,0.90576196,a closed
Sympathy,Look down on any weakness,A,-1,0.008255005,0.014945984,0.023513794,0.19689947,0.75439465,a closed
Cooperation,Love a good fight,A,-1,0.00031805038,0.00038647652,0.0008916855,0.026260376,0.9702152,a closed
Dutifulness,Make rash decisions,C,-1,0.0008969307,0.000767231,0.0012254715,0.041229248,0.9531257,a closed
Imagination,Need a creative outlet,O,1,0.0016050339,0.001077652,0.0013513565,0.053131104,0.9418948,a closed
Assertiveness,Need a lot of time to do things,E,-1,0.026672363,0.04397583,0.047546387,0.29125983,0.5883791,a closed
Conscientiousness,Neglect your duties,C,-1,0.0015687943,0.0024299622,0.0036182404,0.05114752,0.93505955,a closed
Cautiousness,Never spend more than you can afford,C,1,0.39868182,0.25732428,0.08355713,0.15368658,0.10235602,a closed
Cautiousness,Never splurge,C,1,0.07495117,0.09185791,0.04272461,0.33593756,0.45214856,a closed
Conscientiousness,Often forget to put things back in their proper place,C,-1,0.004627228,0.007633209,0.012390137,0.20629889,0.76660186,a closed
Cautiousness,Often make last-minute plans,C,-1,0.0029792786,0.0028438568,0.0035381317,0.17590338,0.81347674,a closed
Morality,Only talk about your own interests,A,-1,0.0046081543,0.0077209473,0.017120361,0.13061523,0.83837914,a closed
Morality,Overestimate your achievements,A,-1,0.0017147064,0.0032043457,0.006034851,0.047454894,0.9384774,a closed
Dutifulness,Pay no attention to your appearance,C,-1,0.005317688,0.008766174,0.0107421875,0.078186035,0.89453155,a closed
Cooperation,Play tricks on others,A,-1,0.00069379807,0.00085020065,0.0019302368,0.032409668,0.96191454,a closed
Introspection/Private Self-Consciousness,Prefer to be alone,N,1,0.0036239624,0.010650635,0.020523071,0.10266113,0.85937536,a closed
Imagination,Prefer variety to routine,O,1,0.0006766319,0.00037956238,0.00064086914,0.12207037,0.874512,a closed
Cautiousness,Purchase only practical things,C,1,0.2612306,0.2531739,0.072509766,0.28247088,0.1273194,a closed
Conscientiousness,Put off unpleasant tasks,C,-1,0.06774902,0.10827637,0.074401855,0.26806653,0.47778338,a closed
Friendliness,Radiate joy,E,1,0.0002682209,0.0001887083,0.00045275688,0.010795593,0.987305,a closed
Sympathy,Reassure others,A,1,0.004310608,0.014350891,0.040893555,0.18908697,0.74755895,a closed
Morality,Respect authority,A,1,0.13708502,0.19030768,0.15527344,0.2768556,0.23681653,a closed
Morality,Respect the privacy of others,A,1,0.066345215,0.107666016,0.24646002,0.13610846,0.43920928,a closed
Conscientiousness,Return borrowed items,C,1,0.07043463,0.14916998,0.22387701,0.19763196,0.35229516,a closed
Friendliness,Reveal little about yourself,E,-1,0.06512451,0.06616211,0.04763794,0.22033697,0.5991213,a closed
Dutifulness,Say inappropriate things,C,-1,0.0012998581,0.0018472672,0.0036735535,0.024139464,0.96435714,a closed
Morality,Scheme against others,A,-1,0.0012397766,0.0013198853,0.0020751953,0.03540039,0.9565436,a closed
Orderliness,See that rules are observed,C,1,0.21948254,0.20617682,0.08465576,0.32959002,0.15563971,a closed
Cooperation,Seek conflict,A,-1,0.0006170273,0.0008049011,0.0010089874,0.033416748,0.9619145,a closed
Intellect,Show a mastery of language,O,1,0.0009188652,0.0015506744,0.0037784576,0.082092285,0.9101564,a closed
Introspection/Private Self-Consciousness,Spend time reflecting on things,N,1,0.009498596,0.027923584,0.04901123,0.29565436,0.61621106,a closed
Dutifulness,Stick to the rules,C,1,0.41455102,0.13464361,0.0335083,0.33837914,0.07550055,a closed
Assertiveness,Stick up for yourself,E,1,0.0056266785,0.010185242,0.02331543,0.18627936,0.7719729,a closed
Sympathy,Take an interest in other people's lives,A,1,0.0017051697,0.002040863,0.006046295,0.17126471,0.81689477,a closed
Orderliness,Take good care of your belongings,C,1,0.3879397,0.31176764,0.09075928,0.13623053,0.06744385,a closed
Cautiousness,Take precautions,C,1,0.46020538,0.2424317,0.04083252,0.19482434,0.05758667,a closed
Conscientiousness,Take tasks too lightly,C,-1,0.005455017,0.006378174,0.008453369,0.18066412,0.7973635,a closed
Cooperation,Tell tall stories about yourself,A,-1,0.0022525787,0.0026340485,0.004142761,0.05126953,0.9375005,a closed
Cautiousness,Tend to dislike impulsive people,C,1,0.068847656,0.09552002,0.080444336,0.28979498,0.46313488,a closed
Sympathy,Tend to dislike soft-hearted people,A,-1,0.007896423,0.014976501,0.03945923,0.11779785,0.8178713,a closed
Cooperation,Think too highly of yourself,A,-1,0.00071668625,0.000705719,0.0018014908,0.016052246,0.9780282,a closed
Sympathy,Try not to think about the needy,A,-1,0.020950317,0.02607727,0.033996582,0.18969733,0.727051,a closed
Morality,Try to follow the rules,A,1,0.29199237,0.19458014,0.049957275,0.3869632,0.07269293,a closed
Assertiveness,Try to lead others,E,1,0.0011453629,0.0026836395,0.005504608,0.103881896,0.8833012,a closed
Intellect,Try to understand yourself,O,1,0.033294678,0.10412598,0.16906738,0.24597174,0.44531262,a closed
Morality,Turn your back on others,A,-1,0.002708435,0.006008148,0.007835388,0.0597229,0.9199223,a closed
Assertiveness,Turn plans into actions,E,1,0.019546509,0.046905518,0.040100098,0.38647473,0.5043947,a closed
Intellect,Use difficult words,O,1,0.00248909,0.0025482178,0.004688263,0.052001953,0.93603563,a closed
Cooperation,Value cooperation over competition,A,1,0.0021533966,0.0026378632,0.0066337585,0.13110358,0.855469,a closed
Introspection/Private Self-Consciousness,Want to be left alone,N,1,0.062805176,0.089904785,0.07574463,0.29028326,0.47851574,a closed
Friendliness,Warm up quickly to others,E,1,0.0016469955,0.0018234253,0.004047394,0.12988287,0.8598636,a closed
Orderliness,Work according to a routine,C,1,0.77880937,0.13745123,0.0039596558,0.07244879,0.0052490234,a closed
Morality,Would never cheat on your taxes,A,1,0.42358422,0.117614746,0.087402344,0.11401373,0.2529298,a closed
Neuroticism,Are a person whose moods go up and down easily,N,1,0.0011873245,0.001335144,0.0035171509,0.046325684,0.9453131,a closed
Anger,Are a person whose moods go up and down easily,N,1,0.0011873245,0.001335144,0.0035171509,0.046325684,0.9453131,a closed
Neuroticism,Are afraid of many things,N,1,0.004085541,0.007881165,0.012588501,0.13122565,0.8422854,a closed
Anxiety,Are afraid of many things,N,1,0.004085541,0.007881165,0.012588501,0.13122565,0.8422854,a closed
Neuroticism,Are easily discouraged,N,1,0.0020828247,0.0037155151,0.0063171387,0.07696533,0.90918,a closed
Anxiety,Are easily discouraged,N,1,0.0020828247,0.0037155151,0.0063171387,0.07696533,0.90918,a closed
Neuroticism,Are filled with doubts about things,N,1,0.003967285,0.005771637,0.0090789795,0.14892584,0.83056664,a closed
Anxiety,Are filled with doubts about things,N,1,0.003967285,0.005771637,0.0090789795,0.14892584,0.83056664,a closed
Neuroticism,Are not easily annoyed,N,-1,0.004787445,0.003238678,0.0057754517,0.16613775,0.8178713,a closed
Anger,Are not easily annoyed,N,-1,0.004787445,0.003189087,0.0058631897,0.16613775,0.8178713,a closed
Neuroticism,Are not embarrassed easily,N,-1,0.013122559,0.009300232,0.014411926,0.18688965,0.7744142,a closed
Anxiety,Are not embarrassed easily,N,-1,0.013122559,0.009300232,0.014411926,0.18688965,0.7744142,a closed
Intellectual Openness,Are quick to understand things,O,1,0.0012159348,0.001537323,0.003894806,0.12310797,0.8681643,a closed
Intellect,Are quick to understand things,O,1,0.0012159348,0.001537323,0.003894806,0.12310797,0.8681643,a closed
Assertiveness,Are the first to act,E,1,0.000644207,0.0015573502,0.0031223297,0.08569336,0.9072268,a closed
Intellectual Openness,Avoid difficult reading material,O,-1,0.03717041,0.053253174,0.050811768,0.20739752,0.64892596,a closed
Intellectual Openness,Avoid philosophical discussions,O,-1,0.094177246,0.081848145,0.060821533,0.1844483,0.57714856,a closed
Intellect,Avoid philosophical discussions,O,-1,0.094177246,0.081848145,0.060821533,0.1844483,0.57714856,a closed
Neuroticism,Become overwhelmed by events,N,1,0.0036582947,0.0064201355,0.009788513,0.13720709,0.84082055,a closed
Anxiety,Become overwhelmed by events,N,1,0.0036582947,0.0064201355,0.009788513,0.13720709,0.84082055,a closed
Intellectual Openness,Believe in the importance of art,O,1,0.00029063225,0.00015676022,0.00051021576,0.04663086,0.9516605,a closed
Neuroticism,Can be stirred up easily,N,1,0.003572464,0.0036296844,0.0033569336,0.1129151,0.87402374,a closed
Anger,Can be stirred up easily,N,1,0.003572464,0.0036296844,0.0033569336,0.1129151,0.87402374,a closed
Intellectual Openness,Can handle a lot of information,O,1,0.0020446777,0.0034770966,0.006008148,0.16235352,0.8247072,a closed
Intellect,Can handle a lot of information,O,1,0.0020446777,0.0034770966,0.006008148,0.16235352,0.8247072,a closed
Assertiveness,Can talk others into doing things,E,1,0.0020427704,0.0033664703,0.006801605,0.1622315,0.82373065,a closed
Neuroticism,Change your mood a lot,N,1,0.001036644,0.0010528564,0.0018625259,0.058868468,0.9350591,a closed
Anger,Change your mood a lot,N,1,0.001036644,0.0010528564,0.0018625259,0.058868468,0.9350591,a closed
Assertiveness,Do not have an assertive personality,E,-1,0.021484375,0.028915405,0.030303955,0.21704108,0.7006838,a closed
Intellectual Openness,Do not like poetry,O,-1,0.034423828,0.03781128,0.056762695,0.16687012,0.70214856,a closed
Intellectual Openness,Enjoy the beauty of nature,O,1,0.00096178055,0.0014781952,0.0049209595,0.081970215,0.90917987,a closed
Neuroticism,Feel comfortable with yourself,N,-1,0.0138168335,0.018310547,0.025024414,0.26489264,0.6762697,a closed
Anxiety,Feel comfortable with yourself,N,-1,0.0138168335,0.018310547,0.025024414,0.26489264,0.6762697,a closed
Neuroticism,Feel threatened easily,N,1,0.009941101,0.0158844,0.019165039,0.19958502,0.7534181,a closed
Intellectual Openness,Formulate ideas clearly,O,1,0.0023155212,0.0032653809,0.0064964294,0.24755865,0.73925793,a closed
Intellect,Formulate ideas clearly,O,1,0.0023155212,0.0032653809,0.0064964294,0.24755865,0.73925793,a closed
Neuroticism,Get angry easily,N,1,0.00071048737,0.0016517639,0.0035800934,0.035308838,0.9545904,a closed
Anger,Get angry easily,N,1,0.00071048737,0.0016517639,0.0035800934,0.035308838,0.9545904,a closed
Intellectual Openness,Get deeply immersed in music,O,1,0.00076436996,0.000685215,0.0016698837,0.045837402,0.9497072,a closed
Neuroticism,Get easily agitated,N,1,0.0010662079,0.0019779205,0.0037822723,0.049804688,0.9399418,a closed
Anger,Get easily agitated,N,1,0.0010662079,0.0019779205,0.0037822723,0.049804688,0.9399418,a closed
Neuroticism,Get upset easily,N,1,0.0013246536,0.002494812,0.0049209595,0.06384277,0.9233403,a closed
Anger,Get upset easily,N,1,0.0013246536,0.002494812,0.0049209595,0.06384277,0.9233403,a closed
Intellectual Openness,Have a rich vocabulary,O,1,0.00089883804,0.0008187294,0.0023498535,0.061553955,0.933594,a closed
Assertiveness,Have a strong personality,E,1,0.002626419,0.006603241,0.013763428,0.17565924,0.79980487,a closed
Intellectual Openness,Have difficulty understanding abstract ideas,O,-1,0.12109375,0.1394043,0.046691895,0.22619635,0.46411145,a closed
Assertiveness,Hold back your opinions,E,-1,0.026931763,0.031982422,0.0368042,0.22900397,0.67334,a closed
Neuroticism,Keep your emotions under control,N,-1,0.02017212,0.040740967,0.05230713,0.216919,0.6679689,a closed
Anger,Keep your emotions under control,N,-1,0.02017212,0.040740967,0.05230713,0.216919,0.6679689,a closed
Orderliness,Keep things tidy,C,1,0.1585694,0.24182135,0.13146973,0.2534181,0.21008307,a closed
Assertiveness,Know how to captivate people,E,1,0.0005412102,0.0005760193,0.00111866,0.047943115,0.94824255,a closed
Assertiveness,Lack the talent for influencing people,E,-1,0.026977539,0.043792725,0.06274414,0.16784674,0.695801,a closed
Intellectual Openness,Learn things slowly,O,-1,0.021591187,0.048675537,0.057800293,0.22863775,0.64111346,a closed
Intellect,Learn things slowly,O,-1,0.021591187,0.048675537,0.057800293,0.22863775,0.64111346,a closed
Intellectual Openness,Like to solve complex problems,O,1,0.0005145073,0.0006656647,0.0015001297,0.11553955,0.8808595,a closed
Intellect,Like to solve complex problems,O,1,0.0005145073,0.0006656647,0.0015001297,0.11553955,0.8808595,a closed
Intellectual Openness,Love to reflect on things,O,1,0.0036888123,0.006679535,0.016784668,0.21105963,0.7597658,a closed
Intellectual Openness,Need a creative outlet,O,1,0.0016050339,0.001077652,0.0013513565,0.053131104,0.9418948,a closed
Neuroticism,Rarely feel depressed,N,-1,0.017974854,0.016113281,0.021347046,0.19030762,0.7524415,a closed
Anxiety,Rarely feel depressed,N,-1,0.017974854,0.016113281,0.021347046,0.19030762,0.7524415,a closed
Neuroticism,Rarely get irritated,N,-1,0.0073051453,0.005962372,0.00894928,0.18261725,0.7929689,a closed
Anger,Rarely get irritated,N,-1,0.0073051453,0.005962372,0.00894928,0.18261725,0.7929689,a closed
Neuroticism,Rarely lose your composure,N,-1,0.013092041,0.013931274,0.02027893,0.20153815,0.7490236,a closed
Anger,Rarely lose your composure,N,-1,0.013092041,0.013931274,0.02027893,0.20153815,0.7490236,a closed
Intellectual Openness,See beauty in things that others might not notice,O,1,0.00045132637,0.00046920776,0.0011978149,0.0501709,0.9462893,a closed
Assertiveness,See yourself as a good leader,E,1,0.0010375977,0.0014858246,0.005970001,0.09051514,0.8999025,a closed
Intellectual Openness,Seldom daydream,O,-1,0.04043579,0.03515625,0.031982422,0.16247559,0.72802746,a closed
Neuroticism,Seldom feel blue,N,-1,0.012748718,0.011428833,0.012954712,0.18444824,0.7768556,a closed
Anxiety,Seldom feel blue,N,-1,0.012748718,0.011428833,0.012954712,0.18444824,0.7768556,a closed
Intellectual Openness,Seldom get lost in thought,O,-1,0.017669678,0.016860962,0.020980835,0.21520996,0.72802746,a closed
Intellectual Openness,Seldom notice the emotional aspects of paintings and pictures,O,-1,0.035217285,0.038085938,0.027435303,0.19042975,0.70751965,a closed
